,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,User Id,User Location,Retweets,Favorites,Replied Tweet Id,Replied Tweet User Id Str,User Follower Counts,User Following Counts,Tweet Coordinates,Place Info,Hashtags,Keyword,Hashtag List,Clean_text,Score,Sentiment Class
43465,"@pizzahut purchased the fandom bundle using the code""FANATICSBUNDLE"" 2 days ago and have yet to receive my fanatics voucher? Can you please send me the voucher?",2020-11-12 22:59:19,1.3270231967558574e+18,VollstadtNick,8.479648570433864e+17,,0.0,0.0,,11018442.0,1.0,62.0,,,[],pizzahut,,purchased the fandom bundle using the codefanaticsbundledays ago and have yet to receive my fanatics voucher can you please send me the voucher,0.28902143239974976,Negative
43466,@KatrinaCol18 What a beauty! 😍👍,2020-11-12 22:57:29,1.3270227333270979e+18,pizzahut,11018442.0,United States,0.0,1.0,1.3270222516743987e+18,335184355.0,1619387.0,82890.0,,,[],pizzahut,,what a beauty smiling face with heart-eyes thumbs up,0.9831091165542604,Positive
43467,this SLAPS @BeyondMeat @pizzahut https://t.co/bFlyJsjrWb,2020-11-12 22:55:34,1.3270222516743987e+18,KatrinaCol18,335184355.0,she/her,0.0,3.0,,,1005.0,1024.0,,,[],pizzahut,,this slaps,0.4198481440544128,Negative
43468,@danftj Sorry for the delay. Mind sending us a DM so we can follow up on this? https://t.co/PQtSXiQxeo,2020-11-12 22:55:21,1.3270221969386004e+18,pizzahut,11018442.0,United States,0.0,0.0,1.3270110480676372e+18,4017516142.0,1619387.0,82890.0,,,[],pizzahut,,sorry for the delay mind sending us a dm so we can follow up on this,0.4937436282634735,Negative
43469,"@MikeBatista1776 We hate to disappoint. Mind sending us your name, email address, phone number, and address of the store? https://t.co/PQtSXiQxeo",2020-11-12 22:54:27,1.3270219730381947e+18,pizzahut,11018442.0,United States,0.0,0.0,1.3270215569298022e+18,2451439079.0,1619387.0,82890.0,,,[],pizzahut,,we hate to disappoint mind sending us your name email address phone number and address of the store,0.28336042165756226,Negative
43470,I might be the only person who orders from @pizzahut just to get the Cajun fries and quepapas.,2020-11-12 22:52:55,1.3270215850400195e+18,Man7dee,25896349.0,,0.0,1.0,,,100.0,242.0,,,[],pizzahut,,i might be the only person who orders fromjust to get the cajun fries and quepapas,0.7486845254898071,Positive
43471,When you order @pizzahut with EXTRA sauce and the store must of read light sauce and you take your first bite....dinner ruined :( https://t.co/zlNfK9eWYe,2020-11-12 22:52:48,1.3270215569298022e+18,MikeBatista1776,2451439079.0,"Miami, FL",0.0,0.0,,,67.0,334.0,,,[],pizzahut,,when you orderwith extra sauce and the store must of read light sauce and you take your first bitedinner ruined,0.7863521575927734,Positive
43472,I am!! Finally ❣️ https://t.co/1tXjOLSH4H,2020-11-12 22:52:31,1.3270214859076977e+18,chiefuurickaa,351400382.0,Dallas,0.0,0.0,,,727.0,441.0,,,[],pizzahut,,i am finally heart exclamation,0.90098774433136,Positive
43473,@chiefuurickaa Get excited! 🍕💚,2020-11-12 22:52:13,1.3270214072979128e+18,pizzahut,11018442.0,United States,0.0,0.0,1.3270212060176097e+18,351400382.0,1619387.0,82890.0,,,[],pizzahut,,get excited pizza green heart,0.9916524291038512,Positive
43474,@goldesssss Sorry to hear that.  Mind sending us a DM with more details so we can look into this? https://t.co/PQtSXiQxeo,2020-11-12 22:51:45,1.3270212906878525e+18,pizzahut,11018442.0,United States,0.0,0.0,1.327017246632317e+18,1.0931342530706556e+18,1619387.0,82890.0,,,[],pizzahut,,sorry to hear thatmind sending us a dm with more details so we can look into this,0.2768901884555817,Negative
43475,Omg @pizzahut has a new plant based Italian sausage pizza 😭😭💚💚,2020-11-12 22:51:25,1.3270212060176097e+18,chiefuurickaa,351400382.0,Dallas,0.0,0.0,,,727.0,441.0,,,[],pizzahut,,omghas a new plant based italian sausage pizza loudly crying face loudly crying face green heart green heart,0.8501636981964111,Positive
43476,@pizzahut @KevinHart4real Just had one last night and I couldn’t eat it fast enough. This shit is delicious.,2020-11-12 22:48:57,1.3270205851515576e+18,nikirick,50193853.0,"Dayton, OH",0.0,2.0,1.3243934998574776e+18,11018442.0,45.0,228.0,,,[],pizzahut,,just had one last night and i could not eat it fast enough this shit is delicious,0.1062200963497162,Negative
43477,@pizzahut @KevinHart4real Can we pleaseee get a cauliflower crust pizza,2020-11-12 22:47:37,1.3270202497456824e+18,VanezaaBlondee,2975279870.0,,0.0,0.0,1.3243934998574776e+18,11018442.0,52.0,241.0,,,[],pizzahut,,can we pleaseee get a cauliflower crust pizza,0.6996815800666809,Positive
43478,@AnimeWorld31 You have to try it! 😉,2020-11-12 22:45:57,1.3270198314769736e+18,pizzahut,11018442.0,United States,1.0,1.0,1.3270191955659694e+18,8.450339637102305e+17,1619387.0,82890.0,,,[],pizzahut,,you have to try it winking face,0.8880200386047363,Positive
43479,"RT @NFL: .@Colts. @Titans.

Big showdown in the AFC South. 😤 (by @pizzahut)

📺: #INDvsTEN -- TONIGHT 8pm on NFLN/FOX/PRIME VIDEO
📱: https:/…",2020-11-12 22:43:01,1.3270190922226033e+18,Jeffmaldonado_,171740413.0,"Guayaquil, Ecuador",99.0,0.0,,,1425.0,826.0,,,['INDvsTEN'],pizzahut,['INDvsTEN'],rt big showdown in the afc south face with steam from nose by television indvsten -- tonight pm on nfln/fox/prime video mobile phone https/…,0.9134711027145386,Positive
43480,S/O to @pizzahut app wouldn’t even let me check out😂,2020-11-12 22:41:27,1.3270187010911846e+18,diegzjm,1.216533573496377e+18,,0.0,0.0,,,5.0,9.0,,,[],pizzahut,,s/o toapp would not even let me check out face with tears of joy,0.11350196599960327,Negative
43481,waiting patiently for the @pizzahut cheesy bites pizza to return,2020-11-12 22:39:25,1.3270181860474511e+18,mackseh,249874476.0,twitter.com,0.0,1.0,,,36.0,462.0,,,[],pizzahut,,waiting patiently for thecheesy bites pizza to return,0.8759263753890991,Positive
43482,I would kill someone right now for access to the salad bar at pizzahut saudi or stakehouse.,2020-11-12 22:36:38,1.327017488517718e+18,Modidoody,18161832.0,,0.0,0.0,,,748.0,292.0,,,[],pizzahut,,i would kill someone right now for access to the salad bar at pizzahut saudi or stakehouse,0.6536927223205566,Positive
43483,@pizzahut how do y’all post a pizza with beyond meat and vegetables just to say y’all can’t put vegetables on the pizza? Make it make sense.,2020-11-12 22:35:41,1.327017246632317e+18,goldesssss,1.0931342530706556e+18,Macori’,0.0,0.0,,11018442.0,827.0,653.0,,,[],pizzahut,,how do you all post a pizza with beyond meat and vegetables just to say you all can not put vegetables on the pizza make it make sense,0.7704446911811829,Positive
43484,@MVG_Hells @MVGCharity @pizzahut We’re glad you had a great time! https://t.co/KUcGomZmkp,2020-11-12 22:33:31,1.3270167041451786e+18,TEAMDIXX,1.173436569698689e+18,,0.0,2.0,1.3270004608138076e+18,1.210947385607639e+18,666.0,140.0,,,[],pizzahut,,we are glad you had a great time,0.9885467886924744,Positive
43485,@pizzahut can you guys follow me back i would love you even more,2020-11-12 22:26:00,1.3270148103541473e+18,mcfreezy,9.510656894518844e+17,,0.0,0.0,1.3269728090089636e+18,11018442.0,923.0,354.0,,,[],pizzahut,,can you guys follow me back i would love you even mor,0.856230616569519,Positive
43486,RT @FARMUSA: Pizza Hut @pizzahut Debuts Beyond Meat @BeyondMeat -Topped Pizzas Nationwide https://t.co/xOz6wIg7wH https://t.co/Gu3a9zmzTw,2020-11-12 22:16:09,1.3270123345110262e+18,AStoryToldByTom,3865449081.0,,2.0,0.0,,,513.0,254.0,,,[],pizzahut,,rtpizza hutdebuts beyond meat-topped pizzas nationwide,0.9826126098632812,Positive
43487,"#Littlecaesars #pizzapizza #pizzahut #pizzadelivery 
Why Is It Called Little Caesars? https://t.co/Rt3Ds4Shx7 via @YouTube",2020-11-12 22:14:19,1.3270118702434345e+18,DigitalFunShow,9.58928560923824e+17,,0.0,0.0,,,1.0,1.0,,,"['Littlecaesars', 'pizzapizza', 'pizzahut', 'pizzadelivery']",pizzahut,"['Littlecaesars', 'pizzapizza', 'pizzahut', 'pizzadelivery']",littlecaesars pizzapizza pizzahut pizzadeliverywhy is it called little caesarsvia,0.5150446891784668,Positive
43488,"@pizzahut @KevinHart4real I too fondly remember when Pizza Hut was really good, that was a lonnnng time ago",2020-11-12 22:13:45,1.327011728769626e+18,velocity7777,9.043439153855488e+17,"St Louis, MO",0.0,0.0,1.3243934998574776e+18,11018442.0,98.0,855.0,,,[],pizzahut,,i too fondly remember when pizza hut was really good that was a lonnnng time ago,0.7560127377510071,Positive
43489,"RT @NFL: .@Colts. @Titans.

Big showdown in the AFC South. 😤 (by @pizzahut)

📺: #INDvsTEN -- TONIGHT 8pm on NFLN/FOX/PRIME VIDEO
📱: https:/…",2020-11-12 22:12:17,1.327011360488743e+18,JustinDFoster2,1.321682294063702e+18,"Tennessee, USA",99.0,0.0,,,3.0,23.0,,,['INDvsTEN'],pizzahut,['INDvsTEN'],rt big showdown in the afc south face with steam from nose by television indvsten -- tonight pm on nfln/fox/prime video mobile phone https/…,0.9134711027145386,Positive
43490,Every place with vegan cheese out pizzas the hut https://t.co/Fx2R5XYRTE,2020-11-12 22:12:09,1.3270113264058286e+18,hardcorehatred,18260384.0,Milwaukee,0.0,6.0,,,545.0,404.0,,,[],pizzahut,,every place with vegan cheese out pizzas the hut,0.5303629636764526,Positive
43491,@Baterdude @pizzahut A free pizza!? That’s it? Lol,2020-11-12 22:12:07,1.3270113175474872e+18,jHo4Sho,145776204.0,"Joplin, MO",0.0,3.0,1.3270069608315126e+18,2339942930.0,630.0,595.0,,,[],pizzahut,,a free pizza that is it lol,0.9688111543655396,Positive
43492,@IluminusMaximus @pizzahut It’s delicious asf 🤤😍,2020-11-12 22:11:17,1.3270111087843205e+18,Neessshh,7.443549749188116e+17,"Dallas, USA",0.0,1.0,1.3270108232319672e+18,4924608172.0,8831.0,3802.0,,,[],pizzahut,,it is delicious asf drooling face smiling face with heart-eyes,0.9869384765625,Positive
43493,"@pizzahut @Neessshh 😎
We all want to know from you @Neessshh is this 
Beyond meat pizza as good as they say it is ? https://t.co/sTH98ZMxDk",2020-11-12 22:10:09,1.3270108232319672e+18,IluminusMaximus,4924608172.0,😎Earth🌎for now,0.0,0.0,1.3270101281308058e+18,11018442.0,255.0,847.0,,,[],pizzahut,,smiling face with sunglasses we all want to know from youis thisbeyond meat pizza as good as they say it is,0.9882642030715942,Positive
43494,@pizzahut Are you going to respond today or should I cancel the delivery I've been waiting almost an hour and 30mins for?,2020-11-12 22:09:56,1.3270107679426396e+18,corvida,9457522.0,"Atlanta, GA",0.0,0.0,1.326997427614675e+18,11018442.0,9298.0,525.0,,,[],pizzahut,,are you going to respond today or should i cancel the delivery i have been waiting almost an hour and mins for,0.1295512616634369,Negative
43495,"RT @MVGCharity: Big thank you to @TEAMDIXX @pizzahut  and everyone that participated in the....
  🎖️Pizza for Patriots Veterans Day Event!…",2020-11-12 22:08:37,1.327010435565056e+18,SPCIronmanGamin,1.054490755174187e+18,"Lindale, TX",2.0,0.0,,,943.0,2404.0,,,[],pizzahut,,rtbig thank you toand everyone that participated in the military medal selector pizza for patriots veterans day event…,0.5698440074920654,Positive
43496,Thanks @pizzahut #beyondmeat 😋🌱🍕 https://t.co/vvEH7aQGJy,2020-11-12 22:06:40,1.3270099459974144e+18,Neessshh,7.443549749188116e+17,"Dallas, USA",0.0,3.0,,,8831.0,3802.0,,,['beyondmeat'],pizzahut,['beyondmeat'],thanksbeyondmeat face savoring food seedling pizza,0.9594446420669556,Positive
43497,"@1ethansempa @NFL @Colts @Titans @pizzahut He isn’t finished, but in his whole career he could barely make the playoffs 😂😂
And remember they traded away Brees for him",2020-11-12 22:04:48,1.327009475413373e+18,george_odongo_,68709645.0,"Nairobi, Kenya",0.0,0.0,1.326979976474792e+18,1.0264923133449012e+18,5218.0,623.0,,,[],pizzahut,,he is not finished but in his whole career he could barely make the playoffs face with tears of joy face with tears of joy and remember they traded away brees for him,0.20434460043907168,Negative
43498,@neiltars @pizzahut @KevinHart4real So does that mean your pizza won’t have cheese also ? Unless they have vegan cheese I’m unaware of,2020-11-12 22:04:16,1.327009340201513e+18,droppedchevyy,566879667.0,,0.0,2.0,1.3268277031070188e+18,3207284627.0,130.0,622.0,,,[],pizzahut,,so does that mean your pizza will not have cheese alsounless they have vegan cheese i am unaware of,0.6315058469772339,Positive
43499,.@pizzahut is the MVP for bringing out the @BeyondMeat pizza. It's so tasty! ❤❤,2020-11-12 22:02:34,1.3270089165558866e+18,ohmyhockey,3215042350.0,"South Beloit, IL",0.0,0.0,,,44.0,238.0,,,[],pizzahut,,is the mvp for bringing out thepizza it is so tasty red heart red heart,0.9783146381378174,Positive
43500,@TheRealZgar @pizzahut Only with you,2020-11-12 22:01:07,1.3270085478931702e+18,undercase_,1.0543317802856488e+18,Public Transportation,0.0,1.0,1.3269210163633807e+18,9.297903086274396e+17,58.0,303.0,,,[],pizzahut,,only with you,0.5604114532470703,Positive
43501,@the_ironsheik You never followed up about how the @pizzahut pizza was you ordered the other day. Did you enjoy it? #asksheik,2020-11-12 21:58:12,1.3270078160795976e+18,BamBam_033,3970050213.0,"Lowell, IN",0.0,0.0,1.3269990513598833e+18,68577152.0,35.0,370.0,,,['asksheik'],pizzahut,['asksheik'],you never followed up about how thepizza was you ordered the other day did you enjoy it asksheik,0.7970864772796631,Positive
43502,@pizzahut Just spoke to a Pizza Hut about this matter. They had 6 years to take care of a very concerning issue and failed to do so. Now they are giving me a code for a free pizza like that resolves everything. #CantBeBought #CusomerServiceFAIL,2020-11-12 21:54:48,1.3270069608315126e+18,Baterdude,2339942930.0,Gotham City,0.0,8.0,1.326992676575617e+18,11018442.0,1441.0,1515.0,,,"['CantBeBought', 'CusomerServiceFAIL']",pizzahut,"['CantBeBought', 'CusomerServiceFAIL']",just spoke to a pizza hut about this matter they hadyears to take care of a very concerning issue and failed to do so now they are giving me a code for a free pizza like that resolves everything cantbebought cusomerservicefail,0.4665426909923554,Negative
43503,"I will say the @BeyondMeat sausage pizza from @pizzahut is legit. 

Can I live on this, please?",2020-11-12 21:54:36,1.327006908348326e+18,James_Tierney,29150370.0,"State College, PA",0.0,5.0,,,2890.0,1097.0,,,[],pizzahut,,i will say thesausage pizza fromis legit can i live on this please,0.869516909122467,Positive
43504,@pizzahut Done,2020-11-12 21:52:48,1.327006457599058e+18,corvida,9457522.0,"Atlanta, GA",0.0,0.0,1.326997427614675e+18,11018442.0,9298.0,525.0,,,[],pizzahut,,done,0.648997962474823,Positive
43505,Waiting for #vegan cheese too @pizzahut https://t.co/10V2wSQNPi,2020-11-12 21:50:25,1.3270058565133476e+18,Valer_eCallOnMe,386267143.0,Long Island,0.0,0.0,,,32.0,125.0,,,['vegan'],pizzahut,['vegan'],waiting for vegan cheese too,0.7971978187561035,Positive
43506,This is what needs to happen @JDWitherspoons @brewersfayre @beefeatergrill @CostaCoffee @pizzahut  @Iromg @talkRADIO https://t.co/Z7n1aKu0Ba,2020-11-12 21:44:27,1.327004355279663e+18,Worryingtime1,1.251025433518375e+18,,0.0,1.0,,,71.0,109.0,,,[],pizzahut,,this is what needs to happen,0.76966392993927,Positive
43507,#pizzahut I thought you needed a mascot 😂 https://t.co/3co9dJAmNz,2020-11-12 21:43:57,1.3270042304486277e+18,ArtistKishin,1.145242411267846e+18,In A Pillow Fort,0.0,0.0,,,23.0,312.0,,,['pizzahut'],pizzahut,['pizzahut'],pizzahut i thought you needed a mascot face with tears of joy,0.7577840089797974,Positive
43508,@pizzahut @BeyondMeat Moobs!,2020-11-12 21:41:48,1.3270036901132206e+18,SharkeyShyster,1235570179.0,Cartoonland USA,0.0,1.0,1.3269068806025503e+18,11018442.0,288.0,223.0,,,[],pizzahut,,moobs,0.648997962474823,Positive
43509,"RT @NFL: .@Colts. @Titans.

Big showdown in the AFC South. 😤 (by @pizzahut)

📺: #INDvsTEN -- TONIGHT 8pm on NFLN/FOX/PRIME VIDEO
📱: https:/…",2020-11-12 21:40:58,1.3270034783052308e+18,whoiskerr,516320109.0,"Illinois, USA",99.0,0.0,,,2361.0,606.0,,,['INDvsTEN'],pizzahut,['INDvsTEN'],rt big showdown in the afc south face with steam from nose by television indvsten -- tonight pm on nfln/fox/prime video mobile phone https/…,0.9134711027145386,Positive
43510,"@lilyjordanh Thanks for confirming, Lilly. We'd appreciate it if you could provide some further information via the link below so the team can look into this

https://t.co/qsiKVrO05i",2020-11-12 21:39:27,1.3270030980999619e+18,pizzahutuk,294091844.0,United Kingdom,0.0,0.0,1.3269929943361864e+18,1.314839655288918e+18,75701.0,650.0,,,[],pizzahut,,thanks for confirming lilly we would appreciate it if you could provide some further information via the link below so the team can look into this,0.9824635982513428,Positive
43511,"BEYOND MEAT IS ON THE CLOCK!!!
😂 
1. I’m going to @dominos before Pizza Hut ANYDAY
2. This was probably the easiest check Kevin Hart ever got!
3. He’s probably saying damn cuz he realized “DAMN, this shit dry af!”
4. I’ll ALWAYS get REAL sausage, ham, pepperoni over fake meat🤢 https://t.co/GDenzJsLhZ",2020-11-12 21:34:14,1.327001785391833e+18,iammab,24566116.0,"Chicago, IL",0.0,0.0,,,40108.0,10305.0,,,[],pizzahut,,beyond meat is on the clock face with tears of joy i am going tobefore pizza hut anydaythis was probably the easiest check kevin hart ever gothe is probably saying damn cuz he realized damn this shit dry af”i will always get real sausage ham pepperoni over fake meat nauseated face,0.04308822751045227,Negative
43512,@DarkGothicFayt Thank you for reaching out. Would you mind sending us a private message with your contact info and the store's address so we can look into this? https://t.co/PQtSXiQxeo,2020-11-12 21:33:17,1.3270015446680617e+18,pizzahut,11018442.0,United States,0.0,0.0,1.327001225770922e+18,11278442.0,1619387.0,82890.0,,,[],pizzahut,,thank you for reaching out would you mind sending us a private message with your contact info and the stores address so we can look into this,0.9827508330345154,Positive
43513,"@KC_Moggie @pizzahut Hi KC 👋 We’ve not been able to get involved in this exciting collaboration at this time; however watch this space for 2021! As this one is a @pizzahutdeliver exclusive right now, drop them a message to find out more 😊",2020-11-12 21:32:50,1.3270014333093765e+18,pizzahutuk,294091844.0,United Kingdom,0.0,1.0,1.3266356349964698e+18,1486050787.0,75701.0,650.0,,,[],pizzahut,,hi kc waving hand we have not been able to get involved in this exciting collaboration at this time however watch this space foras this one is aexclusive right now drop them a message to find out more smiling face with smiling eyes,0.911857008934021,Positive
43514,"So I just noticed that my local @pizzahut closed down. I had credits at that store, what happened to them?",2020-11-12 21:32:01,1.327001225770922e+18,DarkGothicFayt,11278442.0,"Modesto, Ca",0.0,0.0,,,393.0,225.0,,,[],pizzahut,,so i just noticed that my localclosed down i had credits at that store what happened to them,0.04233822226524353,Negative
43515,"Thanks for the free pizza yesterday!! 
@MVGCharity @pizzahut @TEAMDIXX https://t.co/CHO0WFBN0z",2020-11-12 21:28:58,1.3270004608138076e+18,MVG_Hells,1.210947385607639e+18,,1.0,7.0,,,203.0,275.0,,,[],pizzahut,,thanks for the free pizza yesterday,0.9820867776870728,Positive
43516,RT @cvondrashek: I ordered the new Beyond Italian Sausage Pizza from @pizzahut y'all and it was sooooo good 😭🙏 #Vegan #plantbased #pizzahut…,2020-11-12 21:27:51,1.3270001796571095e+18,researchmrx,2256664812.0,New Jersey,1.0,0.0,,,5945.0,205.0,,,"['Vegan', 'plantbased', 'pizzahut']",pizzahut,"['Vegan', 'plantbased', 'pizzahut']",rti ordered the new beyond italian sausage pizza fromyou all and it was sooooo good loudly crying face folded hands vegan plantbased pizzahut…,0.4739221930503845,Negative
43517,Pizzahut pizza &amp; wings .,2020-11-12 21:27:50,1.3270001718304072e+18,yoomanmie,1529168036.0,"Big Dino , USA",0.0,0.0,,,59.0,57.0,,,[],pizzahut,,pizzahut pizza &amp wings,0.8223242759704591,Positive
43518,"@klynn2222 @pizzahut @abby7jean_ We agree, thanks for the shout out! 🍕",2020-11-12 21:27:26,1.3270000748706857e+18,MiyokosCreamery,2696368585.0,"Petaluma, CA",1.0,2.0,1.3267332143633777e+18,8.052040039655055e+17,14725.0,1222.0,,,[],pizzahut,,we agree thanks for the shout out pizza,0.9893007278442384,Positive
43519,@cvondrashek Glad to hear it! 🍕💚,2020-11-12 21:27:07,1.3269999931404616e+18,pizzahut,11018442.0,United States,0.0,1.0,1.3269993937073723e+18,950864012.0,1619387.0,82890.0,,,[],pizzahut,,glad to hear it pizza green heart,0.9941397905349731,Positive
43520,"@CrazedLibrarian @pizzahut @FollowYourHeart Yes, let's do it!  Thanks for the shout out!",2020-11-12 21:26:41,1.3269998822347366e+18,MiyokosCreamery,2696368585.0,"Petaluma, CA",0.0,1.0,1.3266887315926098e+18,1446680078.0,14725.0,1222.0,,,[],pizzahut,,yes let us do itthanks for the shout out,0.9904662370681764,Positive
43521,"RT @VegNews: Meatless @BeyondMeat-topped pizzas, here we come, @pizzahut! Just remember to ask for no cheese! 
https://t.co/POOj639mhv",2020-11-12 21:26:11,1.3269997603399352e+18,DHender27099516,1.2182859726239703e+18,,26.0,0.0,,,898.0,1874.0,,,[],pizzahut,,rtmeatless -topped pizzas here we comejust remember to ask for no cheese,0.7562094926834106,Positive
43522,"@MauiMikey1 We hate to disappoint. Mind sending us your name, email address, phone number, and address of the store? https://t.co/PQtSXiQxeo",2020-11-12 21:24:52,1.32699942740856e+18,pizzahut,11018442.0,United States,0.0,0.0,1.3269990474423378e+18,378109828.0,1619387.0,82890.0,,,[],pizzahut,,we hate to disappoint mind sending us your name email address phone number and address of the store,0.28336042165756226,Negative
43523,"@taylorr_hartman @pizzahut @BeyondMeat Woohoo, thanks for the love!",2020-11-12 21:24:48,1.3269994107235697e+18,MiyokosCreamery,2696368585.0,"Petaluma, CA",0.0,4.0,1.3266542457523692e+18,1.1457410873084396e+18,14725.0,1222.0,,,[],pizzahut,,woohoo thanks for the love,0.9801208376884459,Positive
43524,I ordered the new Beyond Italian Sausage Pizza from @pizzahut y'all and it was sooooo good 😭🙏 #Vegan #plantbased #pizzahut https://t.co/AqZYr7nUf4,2020-11-12 21:24:44,1.3269993937073725e+18,cvondrashek,950864012.0,"San Antonio, Texas",1.0,1.0,,,204.0,239.0,,"San Antonio, TX","['Vegan', 'plantbased', 'pizzahut']",pizzahut,"['Vegan', 'plantbased', 'pizzahut']",i ordered the new beyond italian sausage pizza fromyou all and it was sooooo good loudly crying face folded hands vegan plantbased pizzahut,0.5389282703399658,Positive
43525,It’s over for the next two weeks https://t.co/mw42lK8L7m,2020-11-12 21:24:26,1.3269993169556849e+18,TP22_DaCoolest,159937749.0,,0.0,0.0,,,602.0,860.0,,,[],pizzahut,,it is over for the next two weeks,0.4637843370437622,Negative
43526,@theperfectbuzz @VegNews @pizzahut We agree!  Thanks for the love!,2020-11-12 21:24:10,1.3269992514197586e+18,MiyokosCreamery,2696368585.0,"Petaluma, CA",0.0,1.0,1.3266310603906212e+18,410387425.0,14725.0,1222.0,,,[],pizzahut,,we agreethanks for the love,0.8920075297355652,Positive
43527,Kevin Heart stay with a check I can’t be mad!! https://t.co/5Sm0ku9XAo,2020-11-12 21:23:27,1.3269990713791816e+18,kamthebeautiful,23866315.0,Everywhere U Neva There,0.0,0.0,,,829.0,691.0,,,[],pizzahut,,kevin heart stay with a check i can not be mad,0.11002713441848756,Negative
43528,Yo @pizzahut this how you deliver pizza’s now?? Not to mention it’s not even the right toppings... 🤬🤦🏻‍♀️ https://t.co/Aj7QJke1mB,2020-11-12 21:23:22,1.3269990474423378e+18,MauiMikey1,378109828.0,,0.0,0.0,,,39.0,487.0,,,[],pizzahut,,yothis how you deliver pizzas now not to mention it is not even the right toppings face with symbols on mouth woman facepalming light skin tone,0.6255736351013184,Positive
43529,"RT @VegNews: Meatless @BeyondMeat-topped pizzas, here we come, @pizzahut! Just remember to ask for no cheese! 
https://t.co/POOj639mhv",2020-11-12 21:18:03,1.3269977121646428e+18,tesschallis,59968519.0,,26.0,0.0,,,3333.0,130.0,,,[],pizzahut,,rtmeatless -topped pizzas here we comejust remember to ask for no cheese,0.7562094926834106,Positive
43530,@corvida Sorry about that! Mind sending us a DM with more details so we can look into this? https://t.co/PQtSXiQxeo,2020-11-12 21:16:55,1.326997427614675e+18,pizzahut,11018442.0,United States,0.0,0.0,1.326996934570152e+18,9457522.0,1619387.0,82890.0,,,[],pizzahut,,sorry about that mind sending us a dm with more details so we can look into this,0.6180402636528015,Positive
43531,@Macandamilli See ya soon. 😉🍕,2020-11-12 21:16:26,1.326997303996031e+18,pizzahut,11018442.0,United States,0.0,1.0,1.326997183518929e+18,1.226357883664814e+18,1619387.0,82890.0,,,[],pizzahut,,see ya soon winking face pizza,0.9547109603881836,Positive
43532,"@pizzahut I guess your employees don't care about  your bottom line. Called to check on a late delivery and employee asks me, ""So, you want to cancel?"" Should I cancel?",2020-11-12 21:14:58,1.326996934570152e+18,corvida,9457522.0,"Atlanta, GA",0.0,0.0,,11018442.0,9298.0,525.0,,,[],pizzahut,,i guess your employees do not care aboutyour bottom line called to check on a late delivery and employee asks me so you want to cancel should i cancel,0.558268666267395,Positive
43533,@Macandamilli Sure do! 😏,2020-11-12 21:14:22,1.3269967844811407e+18,pizzahut,11018442.0,United States,0.0,1.0,1.3269960658585723e+18,1.226357883664814e+18,1619387.0,82890.0,,,[],pizzahut,,sure do smirking face,0.9205102920532228,Positive
43534,They still have those @pizzahut  big boxes??,2020-11-12 21:11:31,1.3269960658585723e+18,Macandamilli,1.226357883664814e+18,"Alabama, USA",0.0,0.0,,,570.0,577.0,,,[],pizzahut,,they still have those big boxes,0.20147639513015747,Negative
43535,"It’s time to end the pineapple debate! We have a MUCH worse enemy..

#pizza #angry #pinapple #strawberry #nope #goal #ew #Pizzahut #dominos #littlecaesers #papamurphies #yuck #2020problems https://t.co/IdIjDHK0mG",2020-11-12 21:10:21,1.3269957733938258e+18,OfficialAntiar,7.400346565447721e+17,Behind you.,0.0,2.0,,,32.0,25.0,,,"['pizza', 'angry', 'pinapple', 'strawberry', 'nope', 'goal', 'ew', 'Pizzahut', 'dominos', 'littlecaesers', 'papamurphies', 'yuck', '2020problems']",pizzahut,"['pizza', 'angry', 'pinapple', 'strawberry', 'nope', 'goal', 'ew', 'Pizzahut', 'dominos', 'littlecaesers', 'papamurphies', 'yuck', '2020problems']",it is time to end the pineapple debate we have a much worse enemypizza angry pinapple strawberry nope goal ew pizzahut dominos littlecaesers papamurphies yuck problems,0.2057425081729889,Negative
43536,@KayKjr Live your best life! 🙌,2020-11-12 21:08:21,1.3269952684331868e+18,pizzahut,11018442.0,United States,0.0,0.0,1.3269939104559964e+18,67155287.0,1619387.0,82890.0,,,[],pizzahut,,live your best life raising hands,0.932958483695984,Positive
43537,"@ssaammiiiiee @pizzahut We're disappointed to hear that you're not 100% satisfied with your recent order, Samantha! So we can review and improve, we'd appreciate it if you come give us some more details by following the link below. Thanks

https://t.co/qsiKVrO05i",2020-11-12 21:07:57,1.326995168646533e+18,pizzahutuk,294091844.0,United Kingdom,0.0,0.0,1.3266277833935544e+18,157976451.0,75701.0,650.0,,,[],pizzahut,,we are disappointed to hear that you are not % satisfied with your recent order samantha so we can review and improve we would appreciate it if you come give us some more details by following the link below thanks,0.8787717819213867,Positive
43538,"RT @NFL: .@Colts. @Titans.

Big showdown in the AFC South. 😤 (by @pizzahut)

📺: #INDvsTEN -- TONIGHT 8pm on NFLN/FOX/PRIME VIDEO
📱: https:/…",2020-11-12 21:05:13,1.3269944825549332e+18,RealBrockHall,2336021198.0,,99.0,0.0,,,742.0,1295.0,,,['INDvsTEN'],pizzahut,['INDvsTEN'],rt big showdown in the afc south face with steam from nose by television indvsten -- tonight pm on nfln/fox/prime video mobile phone https/…,0.9134711027145386,Positive
